Order_ID,Date,Month,Year,Category_Type,Category,Category Image,Item_Name,Quantity,Unit_Price_$,Total_Amount_$,Food_Cost_$,Labour_Cost_$,Profit_$,Delivery_Partner,Payment_Mode
O00152,03-06-2025,June,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,2,4.03,8.06,2.73,0.94,4.39,In-Store,UPI
O00153,16-07-2025,July,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Veg Cheese Burger,3,13.44,40.32,15.33,5.95,19.04,In-Store,UPI
O00154,01-06-2025,June,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,2,5.03,10.06,3.51,1.43,5.12,In-Store,UPI
O00155,17-10-2025,October,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,3,5.21,15.63,6.35,2.76,6.52,UberEats,Card
O00156,30-06-2025,June,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Paneer Tikka,3,15.06,45.18,16.81,6.92,21.45,Zomato,Cash
O00157,27-11-2025,November,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Corn & Mayo Club,2,13.37,26.74,10.22,4.14,12.38,Swiggy,UPI
O00158,09-03-2025,March,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Spicy Club,4,16.85,67.4,22.79,11.33,33.28,In-Store,Card
O00159,09-03-2025,March,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,4,6.98,27.92,10.91,5.01,12,Zomato,UPI
O00160,01-06-2025,June,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,4,8.25,33,14.68,3.71,14.61,In-Store,Cash
O00161,26-04-2025,April,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,4,8.69,34.76,12.41,6.7,15.65,Swiggy,Online
O00162,16-05-2025,May,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,1,4.24,4.24,1.36,0.76,2.12,UberEats,UPI
O00163,15-07-2025,July,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,1,4.82,4.82,1.58,0.6,2.64,Zomato,Online
O00164,14-11-2025,November,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,1,8.54,8.54,3.69,1.19,3.66,Swiggy,Online
O00165,04-06-2025,June,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,2,6.2,12.4,5.39,2.01,5,Zomato,Cash
O00166,05-06-2025,June,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Aloo Tikki Burger,1,9.51,9.51,3.18,1.81,4.52,Zomato,Card
O00167,21-08-2025,August,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Loaded Fries,4,10.35,41.4,13.84,6.39,21.17,Zomato,Online
O00168,20-02-2025,February,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Loaded Fries,3,8.66,25.98,9.1,2.96,13.92,UberEats,Cash
O00169,09-07-2025,July,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Veggie Paradise,4,16.2,64.8,26.65,10.19,27.96,Zomato,UPI
O00170,18-12-2025,December,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Cheese Fries,1,12.02,12.02,4.05,2.1,5.87,Swiggy,Online
O00171,08-04-2025,April,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Margherita,2,15.7,31.4,11.75,5.51,14.14,Zomato,Cash
O00172,20-06-2025,June,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Cheese Chilli,3,15.36,46.08,19.67,5.2,21.21,Swiggy,Card
O00173,21-04-2025,April,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,1,17.97,17.97,6.7,2.53,8.74,Swiggy,UPI
O00174,08-03-2025,March,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,3,4.06,12.18,4.92,1.88,5.38,Swiggy,Cash
O00175,08-01-2025,January,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Paneer Burger,3,8.77,26.31,11.68,3.53,11.1,Swiggy,Card
O00176,27-01-2025,January,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Margherita,2,14.24,28.48,12.59,3.28,12.61,Swiggy,Online
O00177,05-07-2025,July,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,1,6.53,6.53,2.21,1.13,3.19,Zomato,Cash
O00178,04-12-2025,December,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Green Tea,4,4.51,18.04,7.3,3.47,7.27,Swiggy,Cash
O00179,25-07-2025,July,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,4,7.22,28.88,10.29,3.09,15.5,In-Store,Online
O00180,11-02-2025,February,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,1,6.83,6.83,3,0.99,2.84,Swiggy,Card
O00181,16-11-2025,November,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Green Tea,2,8.92,17.84,5.85,3.28,8.71,UberEats,Online
O00182,06-11-2025,November,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Aloo Tikki Burger,3,8.49,25.47,9.9,3.56,12.01,Zomato,Online
O00183,27-04-2025,April,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Spicy Mac,4,8.68,34.72,14.52,5.57,14.63,In-Store,Online
O00184,18-02-2025,February,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Veg Loaded Mac,2,9.32,18.64,8.16,2.51,7.97,UberEats,UPI
O00185,18-12-2025,December,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Aloo Tikki Burger,1,11.9,11.9,4.62,1.23,6.05,Swiggy,Cash
O00186,19-02-2025,February,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,1,5.24,5.24,1.96,0.74,2.54,Swiggy,UPI
O00187,04-03-2025,March,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Spicy Mac,3,8.9,26.7,9.12,3.26,14.32,Swiggy,UPI
O00188,09-06-2025,June,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Veg Cheese Burger,1,10.12,10.12,4.49,1.16,4.47,Zomato,Online
O00189,25-02-2025,February,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Cheese Fries,1,6.68,6.68,2.19,0.87,3.62,Swiggy,UPI
O00190,26-04-2025,April,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,3,9.18,27.54,9.13,5.23,13.18,UberEats,Cash
O00191,20-05-2025,May,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,1,4.95,4.95,1.77,0.91,2.27,UberEats,Cash
O00192,15-03-2025,March,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,3,5.47,16.41,6.04,2.5,7.87,Zomato,Cash
O00193,29-09-2025,September,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Veggie Paradise,2,14.01,28.02,11.62,3.09,13.31,In-Store,UPI
O00194,09-07-2025,July,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Cheese Fries,3,6.6,19.8,7.05,2.52,10.23,Swiggy,Cash
O00195,22-03-2025,March,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,3,6.04,18.12,8.1,3.33,6.69,UberEats,Online
O00196,06-08-2025,August,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Loaded Fries,1,9.26,9.26,3.09,1.14,5.03,In-Store,UPI
O00197,20-09-2025,September,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Corn & Mayo Club,2,10.2,20.4,7.16,3.2,10.04,Swiggy,UPI
O00198,14-12-2025,December,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,4,6.78,27.12,8.54,3.37,15.21,Swiggy,Card
O00199,03-11-2025,November,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Mushroom Magic,3,18.56,55.68,24.74,10.83,20.11,UberEats,Card
O00200,11-05-2025,May,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,3,9.25,27.75,12.06,2.81,12.88,Swiggy,Online
O00201,09-08-2025,August,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Classic Veg,3,12.08,36.24,11.54,6.8,17.9,Zomato,UPI
O00202,23-07-2025,July,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,1,7.52,7.52,3.18,1.01,3.33,Swiggy,Online
O00203,10-06-2025,June,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Green Tea,3,5.9,17.7,5.4,3.24,9.06,In-Store,UPI
O00204,27-07-2025,July,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,1,17.74,17.74,6.48,2.3,8.96,In-Store,UPI
O00205,12-08-2025,August,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Classic Veg,4,17.64,70.56,22.38,11.05,37.13,In-Store,Cash
O00206,08-06-2025,June,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,4,6.36,25.44,9.25,2.6,13.59,UberEats,Card
O00207,19-09-2025,September,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,1,6.71,6.71,2.42,0.82,3.47,UberEats,UPI
O00208,27-11-2025,November,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Grilled Veg,2,14.22,28.44,10.77,3.33,14.34,Zomato,UPI
O00209,30-03-2025,March,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,2,4.09,8.18,3.1,1.48,3.6,Zomato,Online
O00210,16-10-2025,October,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,1,4.34,4.34,1.73,0.79,1.82,UberEats,Card
O00211,04-02-2025,February,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Veg Loaded Mac,1,6.09,6.09,2.07,0.77,3.25,UberEats,Cash
O00212,17-09-2025,September,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Corn & Mayo Club,1,12.51,12.51,5,1.47,6.04,In-Store,Cash
O00213,08-07-2025,July,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Aloo Tikki Burger,4,9.35,37.4,15.54,5.32,16.54,In-Store,Online
O00214,11-10-2025,October,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,1,8.79,8.79,2.75,1.41,4.63,Zomato,UPI
O00215,01-09-2025,September,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,4,5.95,23.8,8.7,4.56,10.54,In-Store,Cash
O00216,13-02-2025,February,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,2,7.05,14.1,5.24,2.35,6.51,Zomato,Online
O00217,26-09-2025,September,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,1,7.66,7.66,2.61,1.18,3.87,UberEats,UPI
O00218,29-07-2025,July,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,1,12.73,12.73,4.77,2.03,5.93,UberEats,Cash
O00219,18-02-2025,February,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,1,7.85,7.85,2.76,1.06,4.03,UberEats,Card
O00220,11-02-2025,February,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,4,7.52,30.08,10.99,3.75,15.34,UberEats,Online
O00221,01-11-2025,November,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,4,8,32,14.24,3.22,14.54,In-Store,UPI
O00222,10-12-2025,December,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,3,5.57,16.71,7.31,1.9,7.5,UberEats,Cash
O00223,08-06-2025,June,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Paneer Tikka,3,14.46,43.38,13.58,8.49,21.31,In-Store,Card
O00224,12-03-2025,March,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,1,16.39,16.39,6.54,2.77,7.08,Swiggy,Cash
O00225,22-06-2025,June,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,1,5.25,5.25,2.08,0.89,2.28,Zomato,Card
O00226,21-12-2025,December,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,4,7.35,29.4,11.93,5.66,11.81,Swiggy,Online
O00227,13-12-2025,December,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,2,6.84,13.68,4.75,1.53,7.4,UberEats,Online
O00228,01-10-2025,October,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Corn & Mayo Club,4,11.93,47.72,21.27,9.28,17.17,Zomato,UPI
O00229,20-10-2025,October,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Veg Loaded Mac,3,12.9,38.7,14.25,5.89,18.56,In-Store,Online
O00230,13-04-2025,April,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,4,7.25,29,9.7,3.25,16.05,Swiggy,Online
O00231,11-10-2025,October,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,4,16.96,67.84,24.84,9.53,33.47,Swiggy,Card
O00232,19-08-2025,August,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,4,8.02,32.08,13.43,4.23,14.42,Swiggy,Card
O00233,28-06-2025,June,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Margherita,2,18.86,37.72,16.28,5.35,16.09,In-Store,UPI
O00234,17-07-2025,July,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,3,19.9,59.7,25.74,9.13,24.83,Swiggy,UPI
O00235,29-11-2025,November,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Veg Cheese Burger,3,12.39,37.17,11.2,3.91,22.06,Swiggy,UPI
O00236,23-12-2025,December,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Veggie Paradise,4,10.38,41.52,16.36,7.78,17.38,Swiggy,Cash
O00237,12-05-2025,May,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Classic Veg,1,17.68,17.68,6.2,2.69,8.79,Swiggy,UPI
O00238,04-06-2025,June,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Mushroom Magic,1,10.03,10.03,3.54,1.29,5.2,In-Store,Online
O00239,26-02-2025,February,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,1,7.87,7.87,2.69,1.5,3.68,Zomato,Card
O00240,08-08-2025,August,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,1,11.09,11.09,4.46,1.35,5.28,In-Store,Card
O00241,09-12-2025,December,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Triple Cheese Club,3,17.86,53.58,20.8,10.62,22.16,Swiggy,Online
O00242,23-01-2025,January,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,2,7,14,5.49,1.63,6.88,UberEats,Cash
O00243,04-02-2025,February,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Aloo Tikki Burger,4,7.85,31.4,13.37,3.86,14.17,UberEats,Card
O00244,30-06-2025,June,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,3,4.6,13.8,4.51,1.68,7.61,In-Store,Online
O00245,04-04-2025,April,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Veg Overload,2,17.8,35.6,14.96,5.8,14.84,Swiggy,UPI
O00246,23-01-2025,January,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,4,15.18,60.72,27.28,7.13,26.31,UberEats,Online
O00247,31-08-2025,August,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Veg Cheese Burger,2,12.07,24.14,10.85,4.58,8.71,UberEats,UPI
O00248,02-12-2025,December,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,1,10.98,10.98,4.18,1.75,5.05,UberEats,Online
O00249,14-08-2025,August,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Cheese Mac,1,6.73,6.73,2.41,0.86,3.46,In-Store,Online
O00250,23-09-2025,September,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Spicy Bean Burger,2,6.36,12.72,5.46,2.3,4.96,Swiggy,Online
O00251,03-04-2025,April,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,3,6.75,20.25,6.93,2.54,10.78,Swiggy,Cash
O00252,05-12-2025,December,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Spicy Mac,4,11.57,46.28,17.33,5,23.95,In-Store,Card
O00253,16-08-2025,August,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,1,11.47,11.47,5.15,1.22,5.1,UberEats,Online
O00254,24-11-2025,November,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Veg Overload,3,15.16,45.48,19.27,6.13,20.08,UberEats,Card
O00255,15-03-2025,March,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,1,6.83,6.83,2.8,1.04,2.99,Zomato,Cash
O00256,27-11-2025,November,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Spicy Mac,3,7.96,23.88,10.27,4.08,9.53,Swiggy,Card
O00257,19-08-2025,August,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Spicy Mac,2,11.58,23.16,7.32,3.93,11.91,Swiggy,Card
O00258,07-07-2025,July,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Veg Loaded Mac,1,13.05,13.05,5.62,1.34,6.09,Zomato,Cash
O00259,06-04-2025,April,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Loaded Fries,3,7.03,21.09,7.05,4.03,10.01,Swiggy,UPI
O00260,27-12-2025,December,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Paneer Burger,1,10.45,10.45,3.93,1.05,5.47,In-Store,Card
O00261,11-03-2025,March,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Farmhouse,1,16.17,16.17,6.21,1.8,8.16,In-Store,Cash
O00262,13-06-2025,June,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,1,4.05,4.05,1.69,0.45,1.91,UberEats,UPI
O00263,31-12-2025,December,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,4,6.71,26.84,11.43,3.74,11.67,Zomato,Cash
O00264,13-03-2025,March,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Margherita,2,17.54,35.08,15.46,5.92,13.7,UberEats,UPI
O00265,10-10-2025,October,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Paneer Delight,1,13.01,13.01,5.41,2.22,5.38,UberEats,Online
O00266,03-09-2025,September,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Green Tea,4,4.29,17.16,5.27,3.21,8.68,Swiggy,Card
O00267,25-11-2025,November,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Veggie Paradise,4,19.69,78.76,31.28,12.56,34.92,UberEats,Card
O00268,24-11-2025,November,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,1,4.33,4.33,1.51,0.64,2.18,In-Store,Cash
O00269,23-09-2025,September,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,2,16.83,33.66,10.9,4.94,17.82,Zomato,UPI
O00270,26-04-2025,April,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Cheese Fries,1,6.82,6.82,2.21,1.22,3.39,Swiggy,UPI
O00271,22-11-2025,November,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,2,5.1,10.2,4.24,1.25,4.71,UberEats,Cash
O00272,25-11-2025,November,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Cheese Chilli,2,18.68,37.36,12.05,5.35,19.96,UberEats,Cash
O00273,11-02-2025,February,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,3,14.2,42.6,18.94,7.5,16.16,In-Store,Cash
O00274,18-11-2025,November,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,2,5.56,11.12,4.83,1.37,4.92,In-Store,Card
O00275,27-07-2025,July,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,1,6.25,6.25,2.55,0.98,2.72,Swiggy,Card
O00276,01-08-2025,August,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Cheese Mac,4,10.35,41.4,13.57,7.74,20.09,UberEats,Card
O00277,13-06-2025,June,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Green Tea,2,7.85,15.7,5.96,1.6,8.14,Zomato,UPI
O00278,15-10-2025,October,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,4,12.94,51.76,22.68,8.37,20.71,In-Store,Cash
O00279,19-08-2025,August,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Grilled Veg,2,14.82,29.64,11.55,4.76,13.33,Swiggy,UPI
O00280,12-11-2025,November,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Veg Cheese Burger,4,10.47,41.88,15.65,4.46,21.77,UberEats,UPI
O00281,23-03-2025,March,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Loaded Fries,4,8.15,32.6,11.9,6.47,14.23,In-Store,UPI
O00282,12-01-2025,January,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Veggie Paradise,2,14.65,29.3,10.52,4.34,14.44,Zomato,Card
O00283,30-06-2025,June,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,1,12.92,12.92,5.34,2.52,5.06,In-Store,Online
O00284,02-10-2025,October,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Veg Overload,3,17.24,51.72,16.33,6.42,28.97,Zomato,UPI
O00285,07-07-2025,July,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,4,7.14,28.56,10.63,3.46,14.47,In-Store,Cash
O00286,15-10-2025,October,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Spicy Club,2,17.76,35.52,12.4,5.39,17.73,Swiggy,Online
O00287,19-08-2025,August,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,1,5.75,5.75,2.44,0.78,2.53,Zomato,Cash
O00288,11-07-2025,July,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Cheese Fries,2,13.82,27.64,11.15,4.98,11.51,Zomato,Card
O00289,18-09-2025,September,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,1,7.34,7.34,3.25,0.83,3.26,Swiggy,Cash
O00290,20-06-2025,June,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Loaded Fries,1,10.76,10.76,3.31,1.66,5.79,Zomato,Card
O00291,10-11-2025,November,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Spicy Bean Burger,2,12.97,25.94,10.22,4.63,11.09,UberEats,UPI
O00292,18-09-2025,September,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,3,6.42,19.26,8.36,2.98,7.92,In-Store,Cash
O00293,19-06-2025,June,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,3,6.26,18.78,5.75,2.19,10.84,UberEats,Cash
O00294,31-08-2025,August,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,4,11.8,47.2,15.91,5.47,25.82,Swiggy,Online
O00295,26-09-2025,September,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,3,5.1,15.3,5.67,2.67,6.96,Zomato,Cash
O00296,25-12-2025,December,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Grilled Veg,4,14.34,57.36,21.49,8.92,26.95,In-Store,UPI
O00297,19-03-2025,March,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,4,7.83,31.32,11.94,4.68,14.7,In-Store,Online
O00298,01-02-2025,February,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,1,6.02,6.02,1.87,0.62,3.53,UberEats,Online
O00299,12-07-2025,July,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Spicy Bean Burger,2,9.7,19.4,8.62,2.75,8.03,UberEats,UPI
O00300,15-12-2025,December,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Green Tea,4,7.14,28.56,10.16,5.68,12.72,Zomato,Card
O00301,13-10-2025,October,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Paneer Burger,4,12.94,51.76,20.09,5.33,26.34,UberEats,Card
O00302,27-12-2025,December,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Spicy Mac,3,10.85,32.55,14.16,4.63,13.76,UberEats,UPI
O00303,04-03-2025,March,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Green Tea,2,6.96,13.92,4.93,1.93,7.06,UberEats,Card
